domain,table,candidate_domain,flow_usage,semantic_role_in_flow,fields_in_flow,rule_hints,risk_hints,mutations_observed,table_context,evidence_refs,read_references,write_references,validation_status
continuous-improvement-nonconformity,rnc_archivos,documentos,REPORTING_READ_MODEL,"Entidad documental o soporte usado para validar, adjuntar, generar o descargar evidencias.","archivo, descripcion, registro_noconformidad_id, tipo",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_archivos` | Archivos legacy de no conformidad.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_areas,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"area, cliente_id, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_areas` | Areas para clasificacion del hallazgo.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_consecuencias,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, consecuencia, es_cliente, hallazgo_id",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_consecuencias` | Consecuencias asociadas a hallazgos.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_controles_existentes,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_controles_existentes`, `rnc_responsables_controles` | Controles y responsables existentes.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_derivaciones_analistas,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"accion_correctiva, analisis_causa, verificado",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_derivaciones_analistas` | Derivaciones de casos entre analistas.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_equipos_analistas_cliente,transversal,REPORTING_READ_MODEL,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.",cliente_id,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_equipos_analistas_cliente`, `rnc_usuarios_equipos`, `rnc_tipos_usuarios` | Roles/equipos de analisis por cliente.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_impactos,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, es_cliente, nivel",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_impactos` | Impacto y plazos de asignacion/atencion.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_lista_requisitos,transversal,REPORTING_READ_MODEL,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.",descripcion,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_normativas_procedimientos_estandares`, `rnc_requisitos_parametros`, `rnc_lista_requisitos` | Catalogos de normativa y requisitos.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_matriz_evaluacion_riesgo,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_probabilidades`, `rnc_valoraciones_riesgos`, `rnc_matriz_evaluacion_riesgo` | Evaluacion de probabilidad/riesgo.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_mejora_continua_archivos,documentos,REPORTING_READ_MODEL,"Entidad documental o soporte usado para validar, adjuntar, generar o descargar evidencias.","archivo, cliente_id, descripcion, mejora_continua_id",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_mejora_continua_archivos` | Evidencias/archivos del flujo moderno de mejora continua.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_mejoras_continuas,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"area_id, cliente_id, consecuencia_id, impacto_id, nivel, nivel_riesgo_id, origen_observacion_id, proceso_afectado_id, proveedor_id, tipo_hallazgo_id, tipo_registro_id",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_mejoras_continuas` | Registro principal de mejora continua / NC / SNC. | Existen dos modelos: `rnc_mejoras_continuas` moderno y `rnc_noconformidad` legacy.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_noconformidad,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"archivo, consecuencia_id, hallazgo, impacto_id, nivel, resultado_esperado",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_noconformidad` | Modelo legacy de no conformidad. | Existen dos modelos: `rnc_mejoras_continuas` moderno y `rnc_noconformidad` legacy.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,1,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_normativas_procedimientos_estandares,transversal,REPORTING_READ_MODEL,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.","cliente_id, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_normativas_procedimientos_estandares`, `rnc_requisitos_parametros`, `rnc_lista_requisitos` | Catalogos de normativa y requisitos.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_normativas_requisitos,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, es_cliente, mejora_continua_id",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_normativas_requisitos` | Relacion entre mejora continua y requisitos normativos incumplidos.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_probabilidades,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_probabilidades`, `rnc_valoraciones_riesgos`, `rnc_matriz_evaluacion_riesgo` | Evaluacion de probabilidad/riesgo.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_procesosafectados,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,area_id,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_procesosafectados` | Procesos afectados por area/cliente.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_requisitos_parametros,transversal,REFERENCE_OR_STATE_CATALOG,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.","cliente_id, descripcion, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_normativas_procedimientos_estandares`, `rnc_requisitos_parametros`, `rnc_lista_requisitos` | Catalogos de normativa y requisitos.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_responsables_controles,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, es_cliente",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_controles_existentes`, `rnc_responsables_controles` | Controles y responsables existentes.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_tipos_usuarios,transversal,REFERENCE_OR_STATE_CATALOG,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.",descripcion,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_equipos_analistas_cliente`, `rnc_usuarios_equipos`, `rnc_tipos_usuarios` | Roles/equipos de analisis por cliente.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_tiposhallazgos,transversal,REFERENCE_OR_STATE_CATALOG,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.",hallazgo,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`rnc_tiposhallazgos` | Tipos de hallazgo.,.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_usuarios_equipos,transversal,REPORTING_READ_MODEL,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.",,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_equipos_analistas_cliente`, `rnc_usuarios_equipos`, `rnc_tipos_usuarios` | Roles/equipos de analisis por cliente.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,0,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
continuous-improvement-nonconformity,rnc_valoraciones_riesgos,transversal,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"cliente_id, descripcion, es_cliente, nivel",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo,variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,"`rnc_probabilidades`, `rnc_valoraciones_riesgos`, `rnc_matriz_evaluacion_riesgo` | Evaluacion de probabilidad/riesgo.",.data_base/asgard.sql:15248-15882 | mejora-continua/js/constantes.js:1-11 | mejora-continua/js/constantes.js:13-15 | mejora-continua/js/config.js:1-14 | views/formulario-caso.php:130-218 | views/re-apertura.php:120-199 | views/formulario-caso.php:153-196 | components/casos/detalle-hallazgo.js:547-571 | components/commons/tbl-hallazgos.js:45-55 | components/casos/asignacion-analista.js:80-103 | asignacion-analista.js:241-251 | components/casos/asignacion-analista.js:54-77 | components/casos/analisis.js:1-180 | views/analisis.php:100-260 | components/casos/analisis.js:120-155 | views/analisis.php:220-250 | components/casos/verificacion.js:1-151 | views/verificacion.php:180-244 | views/cerrar-caso.php:160-229 | tbl-hallazgos.js:85-103,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
