domain,table,field,field_type,sensitivity,flow_role,semantic_description,contexts,evidence_refs,validation_status
customs-dav-client-review-approval,dav_unidadfactura,iddav,varchar(3) CHARACTER SET utf8mb3,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `dav_unidadfactura`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: factura o documento economico/comercial. Tipo fisico: varchar(3) CHARACTER SET utf8mb3.","- `iddav` de la declaracion revisada. | El endpoint correspondiente envia `iddav`, observaciones y estado cliente candidato. | | `iddav`, `idcasos`, `referencia`, `tipo`, `fob`, `idestadocliente`, `observacionescliente`, `finalizardav`, `fecharevisioncliente`, `idusuariorevision` | | | `iddav`, `idcasos`, `nofactura` | | | `idpartidas`, `iddav`, `idfacturacomercial`, `idmercancia`, `idestadopartida`, valores FOB/seguro/transporte, parametros 1-14 |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,dav_unidadfactura,idunidadfactura,int,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `dav_unidadfactura`, campo obligatorio del dominio dav. Identificador o clave foranea candidata que referencia factura o documento economico/comercial. Se interpreta dentro de: factura o documento economico/comercial. Actua como clave primaria del registro. Tipo fisico: int.","| `idunidadfactura`, `unidadfactura`, `iddav` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,dav_unidadfactura,unidadfactura,varchar(100) CHARACTER SET utf8mb3,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_unidadfactura`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con factura o documento economico/comercial. Se interpreta dentro de: factura o documento economico/comercial. Tipo fisico: varchar(100) CHARACTER SET utf8mb3.","`dav_unidadfactura` | Unidad de factura mostrada por item. | | `idunidadfactura`, `unidadfactura`, `iddav` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,dav_usuario,codigo,int,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_usuario`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.","- Si el cambio de estado falla, el endpoint devuelve codigo de error y mensaje de advertencia. | | `idacuerdo`, `codigo` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,dav_usuario,email,varchar(100) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,"Dato de contacto/identificacion usado para coordinacion, legalidad o notificacion.","En `dav_usuario`, campo opcional o nullable del dominio dav. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(100) CHARACTER SET latin1.","| `idusuario`, `email` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,dav_usuario,idusuario,int,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `dav_usuario`, campo obligatorio del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Actua como clave primaria del registro. Tipo fisico: int.","- No se observa actualizacion de `fecharevisioncliente` ni `idusuariorevision`, aunque los campos son consultados. | | `iddav`, `idcasos`, `referencia`, `tipo`, `fob`, `idestadocliente`, `observacionescliente`, `finalizardav`, `fecharevisioncliente`, `idusuariorevision` | | | `idcasos`, `idcoordinador`, `idusuario` | | | `idusuario`, `email` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,logis_embarques,email,varchar(255) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,"Dato de contacto/identificacion usado para coordinacion, legalidad o notificacion.","En `logis_embarques`, campo opcional o nullable del dominio logis. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. Tipo fisico: varchar(255) CHARACTER SET latin1.","| `idusuario`, `email` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,logis_embarques,id,int,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `logis_embarques`, campo obligatorio del dominio logis. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. Actua como clave primaria del registro. Tipo fisico: int.","# Customs DAV Client Review Approval - Process Definition ## Estado INFERRED_DRAFT_REVIEW_REQUIRED ## Objetivo de negocio Permitir que el cliente revise las DAV/FDM asociadas a una carpeta logistica, registre aprobacion o rechazo con observaciones, y cierre la revision completa solo cuando todas las declaraciones han sido respondidas. | - Cierre masivo de revision por `idcasos`, marcando `finalizardav = 1`. | `idembarque` logistico. | # Customs DAV Client Review Approval - Process Flow ## Flujo principal candidato 1. | El endpoint correspondiente envia `iddav`, observaciones y estado cliente candidato.",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,logis_embarques,idcliente,int,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `logis_embarques`, campo obligatorio del dominio logis. Identificador o clave foranea candidata que referencia cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. Tipo fisico: int.","- Sesion de cliente usuario `idclienteusuarios`. | - Sesion `idcliente`, `idclienteusuarios`.",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,logis_embarques,idusuario,int,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `logis_embarques`, campo obligatorio del dominio logis. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. Tipo fisico: int.","- No se observa actualizacion de `fecharevisioncliente` ni `idusuariorevision`, aunque los campos son consultados. | | `iddav`, `idcasos`, `referencia`, `tipo`, `fob`, `idestadocliente`, `observacionescliente`, `finalizardav`, `fecharevisioncliente`, `idusuariorevision` | | | `idcasos`, `idcoordinador`, `idusuario` | | | `idusuario`, `email` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,logis_embarques,ordencompra,varchar(150) CHARACTER SET latin1,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `logis_embarques`, campo obligatorio del dominio logis. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. Tipo fisico: varchar(150) CHARACTER SET latin1.","| `id`, `ordencompra`, `ordencompraini` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dav-client-review-approval,logis_embarques,ordencompraini,longtext CHARACTER SET latin1,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `logis_embarques`, campo opcional o nullable del dominio logis. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. Tipo fisico: longtext CHARACTER SET latin1.","| `id`, `ordencompra`, `ordencompraini` |",index_archivos/logistica/componentes/demis/embarques_lista_dav.php:11-64 | index_archivos/logistica/componentes/demis/davdetalle.php:881-900 | index_archivos/logistica/js/datosDemis.js:1-113 | index_archivos/logistica/ajax/demis/aceptarDemis.php:14-18 | index_archivos/logistica/ajax/demis/rechazarDemis.php:14-18 | index_archivos/logistica/ajax/demis/verificarCarpeta.php:12-31 | index_archivos/logistica/ajax/demis/finalizarRevision.php:18-74 | index_archivos/logistica/DemisClass.php:13-39 | index_archivos/logistica/DemisClass.php:405-465 | embarques_lista_dav.php:22-24 | davdetalle.php:885-890 | aceptarDemis.php:14-18,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dex-ocr-validation-update,dav_casos,carpeta,int,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_casos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.","# Customs DEX OCR Validation Update - Process Definition ## Estado INFERRED_DRAFT_REVIEW_REQUIRED ## Objetivo de negocio Leer una DEX mediante OCR desde intercambio documental, validar que corresponde a la carpeta operativa y actualizar datos aduaneros clave del caso cuando la lectura contiene declaracion, Sidunea y fecha de aceptacion. | - Resolucion de la solicitud/carpeta desde `logis_embarques.idExchange` o `dav_casosprevios.idExchange`. | - Validacion de pertenencia por campo OCR `carpeta`. | ASGARD resuelve la carpeta relacionada usando `exchange_id`. | Si existe solicitud, compara la carpeta OCR con la carpeta ASGARD.",index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:1-33 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:83-101 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:141-221 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:230-243 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | EV-SQL_QUERY-1E16A453C0FC22 .data_base/asgard.sql:17707 READS access to dav_casos | EV-SQL_QUERY-C8AB19C9274D78 .data_base/asgard.sql:17755 READS access to dav_casos | EV-SQL_QUERY-85B23A1F6B1886 .data_base/asgard.sql:17773 READS access to dav_casosprevios | EV-SQL_QUERY-A3D8E3282D4ABA .data_base/asgard.sql:17773 READS access to dav_casos,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dex-ocr-validation-update,dav_casos,fechavalidaciondui,date,PERSONAL_OR_CONTACT_DATA,"Fecha/hora de evento del flujo; sirve para orden, plazo, vencimiento o auditoria.","En `dav_casos`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: date.","- Actualizacion de `dav_casos.gestiondui`, `nodui`, `nosidunea` y `fechavalidaciondui`. | BR-CDOVU-006 | `fecha_aceptacion` OCR se convierte de `dd/mm/yyyy` a `yyyy-mm-dd` y actualiza `fechavalidaciondui`. | | `idcasos`, `idcasosprevios`, `carpeta`, `gestiondui`, `nodui`, `nosidunea`, `fechavalidaciondui`, `idaduana`, `idproveedor`, `idlugarembarque`, `idaduanasalida`, `idpaisdestino`, `idincoterm`, `idlugarentrega` | | - `UPDATE dav_casos SET fechavalidaciondui=...",index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:1-33 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:83-101 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:141-221 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:230-243 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | EV-SQL_QUERY-1E16A453C0FC22 .data_base/asgard.sql:17707 READS access to dav_casos | EV-SQL_QUERY-C8AB19C9274D78 .data_base/asgard.sql:17755 READS access to dav_casos | EV-SQL_QUERY-85B23A1F6B1886 .data_base/asgard.sql:17773 READS access to dav_casosprevios | EV-SQL_QUERY-A3D8E3282D4ABA .data_base/asgard.sql:17773 READS access to dav_casos,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dex-ocr-validation-update,dav_casos,idcasosprevios,int,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `dav_casos`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.","- Respuesta JSON con `idrequest`, `urlSource`, declaracion, Sidunea, `erroractualizacion`, `mensajeerroractualziacion` e `idcasosprevios`. | `index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62` | Resuelve `idcasosprevios` desde embarque o solicitud aduanera por `idExchange`. | | `idcasosprevios`, `idExchange`, `idembarquelogis` | | | `idcasos`, `idcasosprevios`, `carpeta`, `gestiondui`, `nodui`, `nosidunea`, `fechavalidaciondui`, `idaduana`, `idproveedor`, `idlugarembarque`, `idaduanasalida`, `idpaisdestino`, `idincoterm`, `idlugarentrega` | | WHERE idcasosprevios IN (...)`.",index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:1-33 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:83-101 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:141-221 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:230-243 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | EV-SQL_QUERY-1E16A453C0FC22 .data_base/asgard.sql:17707 READS access to dav_casos | EV-SQL_QUERY-C8AB19C9274D78 .data_base/asgard.sql:17755 READS access to dav_casos | EV-SQL_QUERY-85B23A1F6B1886 .data_base/asgard.sql:17773 READS access to dav_casosprevios | EV-SQL_QUERY-A3D8E3282D4ABA .data_base/asgard.sql:17773 READS access to dav_casos,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dex-ocr-validation-update,dav_casos,nodui,varchar(50) CHARACTER SET latin1,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_casos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(50) CHARACTER SET latin1.","- Actualizacion de `dav_casos.gestiondui`, `nodui`, `nosidunea` y `fechavalidaciondui`. | ## Diagrama ```mermaid flowchart TD A[""Documento DEX en intercambio""] --> B[""Ejecutar OCR MODELO_DEX""] B --> C[""Resolver carpeta por exchange_id""] C -->|No encontrada| Z[""Responder sin solicitud""] C -->|Encontrada| D[""Comparar carpeta OCR vs ASGARD""] D -->|No coincide| E[""Informar DEX no pertenece""] D -->|Coincide| F[""Actualizar gestion/nodui""] F --> G[""A... | BR-CDOVU-004 | El campo OCR `declaracion` se interpreta como compuesto y actualiza `gestiondui` y `nodui`. | | `idcasos`, `idcasosprevios`, `carpeta`, `gestiondui`, `nodui`, `nosidunea`, `fechavalidaciondui`, `idaduana`, `idproveedor`, `idlugarembarque`, `idaduanasalida`, `idpaisdestino`, `idincoterm`, `idlugarentrega` | | `UPDATE dav_casos SET gestiondui=..., nodui=...",index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:1-33 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:83-101 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:141-221 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:230-243 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | EV-SQL_QUERY-1E16A453C0FC22 .data_base/asgard.sql:17707 READS access to dav_casos | EV-SQL_QUERY-C8AB19C9274D78 .data_base/asgard.sql:17755 READS access to dav_casos | EV-SQL_QUERY-85B23A1F6B1886 .data_base/asgard.sql:17773 READS access to dav_casosprevios | EV-SQL_QUERY-A3D8E3282D4ABA .data_base/asgard.sql:17773 READS access to dav_casos,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-dex-ocr-validation-update,dav_casos,nosidunea,varchar(50) CHARACTER SET latin1,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_casos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(50) CHARACTER SET latin1.","- Actualizacion de `dav_casos.gestiondui`, `nodui`, `nosidunea` y `fechavalidaciondui`. | BR-CDOVU-005 | `sidunea` OCR actualiza `dav_casos.nosidunea` cuando viene informado. | | `UPDATE dav_casos SET nosidunea` | INFERRED_DRAFT_REVIEW_REQUIRED | | | `idcasos`, `idcasosprevios`, `carpeta`, `gestiondui`, `nodui`, `nosidunea`, `fechavalidaciondui`, `idaduana`, `idproveedor`, `idlugarembarque`, `idaduanasalida`, `idpaisdestino`, `idincoterm`, `idlugarentrega` | | - `UPDATE dav_casos SET nosidunea=...",index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:1-33 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:83-101 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:141-221 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:230-243 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:40-62 | index_archivos/intercambioDocumental/ajax/documento-ocr-dex.php:106-139 | EV-SQL_QUERY-1E16A453C0FC22 .data_base/asgard.sql:17707 READS access to dav_casos | EV-SQL_QUERY-C8AB19C9274D78 .data_base/asgard.sql:17755 READS access to dav_casos | EV-SQL_QUERY-85B23A1F6B1886 .data_base/asgard.sql:17773 READS access to dav_casosprevios | EV-SQL_QUERY-A3D8E3282D4ABA .data_base/asgard.sql:17773 READS access to dav_casos,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-document-approval,dav_documentosprevios,aceptar,int,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_documentosprevios`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.","- Documentos aprobados/pendientes se marcan mediante `aceptar` y `estado`. | ASGARD marca documentos con `aceptar = 4` cuando deben enviarse como nuevos documentos registrados. | - Documentos con `aceptar = 1` quedan fuera de algunos listados de aprobacion. | CDA-BR-005 | Documentos con `aceptar = 1` no se muestran en ciertos flujos de aprobacion pendiente. | CDA-BR-006 | Documentos con datos de emisor y `aceptar` 0, 2 o 3 pueden marcarse como `aceptar = 4` para envio.",index_archivos/documentacion.php:86-171 | index_archivos/documentacion.php:234-323 | index_archivos/documentacionaprobado.php:74-171 | index_archivos/documentacionaprobado.php:196-270 | index_archivos/documentacionaprobado.php:316-476 | index_archivos/finsolicitud.php:196-220 | index_archivos/finsolicitud.php:375 | index_archivos/documentacion.php:330-357 | index_archivos/documentacionaprobado.php:281-316 | index_archivos/documentacionaprobado.php:421-476 | index_archivos/documentacionaprobado.php:970-1053 | documentacion.php:86-109,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
