table,column,data_type,nullable,default,key_role,technical_description,business_description,description_source,validation_status,business_rule,check_constraints,allowed_values,sensitivity,source,line,evidence_id
ada_agentesaduana,numero_cuenta,varchar(25) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.numero_cuenta declared as varchar(25) CHARACTER SET utf8mb3,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: varchar(25) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],FINANCIAL_OR_COMMERCIAL,.data_base/asgard.sql,35,DB-COLUMN-7443D764352A99
ada_agentesaduana,representante_legal,varchar(50) CHARACTER SET utf8mb3,NO,,,Column ada_agentesaduana.representante_legal declared as varchar(50) CHARACTER SET utf8mb3,"En `ada_agentesaduana`, campo obligatorio del dominio ada. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: varchar(50) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,36,DB-COLUMN-ACDC4B4814E1DC
ada_agentesaduana,nombre_despachante_aduana,varchar(255) CHARACTER SET utf8mb3,NO,,,Column ada_agentesaduana.nombre_despachante_aduana declared as varchar(255) CHARACTER SET utf8mb3,"En `ada_agentesaduana`, campo obligatorio del dominio ada. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: varchar(255) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,37,DB-COLUMN-3F44AE9529C367
ada_agentesaduana,website,varchar(50) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.website declared as varchar(50) CHARACTER SET utf8mb3,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: varchar(50) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,38,DB-COLUMN-B32A9FD58525DC
ada_agentesaduana,cantidadmail,int,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.cantidadmail declared as int,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,39,DB-COLUMN-7C3F76413A396E
ada_agentesaduana,token,varchar(100) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.token declared as varchar(100) CHARACTER SET utf8mb3,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Credencial, token o secreto; requiere tratamiento de seguridad y no debe exponerse en reportes. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: varchar(100) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],SECRET_OR_CREDENTIAL,.data_base/asgard.sql,40,DB-COLUMN-CC9C6A8CF1419D
ada_agentesaduana,fechamail,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.fechamail declared as datetime,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,41,DB-COLUMN-D23B314D28E468
ada_agentesaduana,codigo_sap,varchar(100) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.codigo_sap declared as varchar(100) CHARACTER SET utf8mb3,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Referencia de integracion o codigo externo SAP. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: varchar(100) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,42,DB-COLUMN-B04DE00B014199
ada_agentesaduana,created_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.created_at declared as datetime,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,43,DB-COLUMN-1BD991B02EC556
ada_agentesaduana,updated_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.updated_at declared as datetime,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,44,DB-COLUMN-2F59F808B69EDF
ada_agentesaduana,deleted_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.deleted_at declared as datetime,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,45,DB-COLUMN-A618EA39023CC7
ada_agentesaduana,created_by,int,NO,,,Column ada_agentesaduana.created_by declared as int,"En `ada_agentesaduana`, campo obligatorio del dominio ada. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,46,DB-COLUMN-22D1A1FC8D0C3D
ada_agentesaduana,updated_by,int,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.updated_by declared as int,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Usuario que modifico el registro; campo de auditoria y trazabilidad. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,47,DB-COLUMN-3A44D5F2E40B34
ada_agentesaduana,deleted_by,int,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesaduana.deleted_by declared as int,"En `ada_agentesaduana`, campo opcional o nullable del dominio ada. Usuario que marco borrado o baja logica; campo de auditoria. Se interpreta dentro de: agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,48,DB-COLUMN-3482153EA35967
ada_agentescontactos,id,int,NO,,PRIMARY_KEY,Column ada_agentescontactos.id declared as int,"En `ada_agentescontactos`, campo obligatorio del dominio ada. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,57,DB-COLUMN-3B26EF273FF976
ada_agentescontactos,idagentesaduana,int,NO,,,Column ada_agentescontactos.idagentesaduana declared as int,"En `ada_agentescontactos`, campo obligatorio del dominio ada. Identificador o clave foranea candidata que referencia agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,58,DB-COLUMN-B3A792E59ADD01
ada_agentescontactos,idtipocontactos,int,NO,,,Column ada_agentescontactos.idtipocontactos declared as int,"En `ada_agentescontactos`, campo obligatorio del dominio ada. Identificador o clave foranea candidata que referencia personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, tipo/clasificador que parametriza la regla o pantalla. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,59,DB-COLUMN-47788515AFF4DC
ada_agentescontactos,nombre,varchar(50) CHARACTER SET latin1,NO,,,Column ada_agentescontactos.nombre declared as varchar(50) CHARACTER SET latin1,"En `ada_agentescontactos`, campo obligatorio del dominio ada. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: varchar(50) CHARACTER SET latin1.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,60,DB-COLUMN-72949591D792FB
ada_agentescontactos,mail,varchar(75) CHARACTER SET latin1,NO,,,Column ada_agentescontactos.mail declared as varchar(75) CHARACTER SET latin1,"En `ada_agentescontactos`, campo obligatorio del dominio ada. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: varchar(75) CHARACTER SET latin1.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,61,DB-COLUMN-3799E5E437B503
ada_agentescontactos,created_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentescontactos.created_at declared as datetime,"En `ada_agentescontactos`, campo opcional o nullable del dominio ada. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,62,DB-COLUMN-08D9CE7F1FE055
ada_agentescontactos,updated_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentescontactos.updated_at declared as datetime,"En `ada_agentescontactos`, campo opcional o nullable del dominio ada. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,63,DB-COLUMN-76E6397E9F98D9
ada_agentescontactos,deleted_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentescontactos.deleted_at declared as datetime,"En `ada_agentescontactos`, campo opcional o nullable del dominio ada. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,64,DB-COLUMN-65DE207FEB4189
ada_agentesdocumentos,id,int,NO,,PRIMARY_KEY,Column ada_agentesdocumentos.id declared as int,"En `ada_agentesdocumentos`, campo obligatorio del dominio ada. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,77,DB-COLUMN-C382641577FDC8
ada_agentesdocumentos,idagentesaduana,int,NO,,,Column ada_agentesdocumentos.idagentesaduana declared as int,"En `ada_agentesdocumentos`, campo obligatorio del dominio ada. Identificador o clave foranea candidata que referencia agentes externos o internos que participan en gestion aduanera/operativa, agente externo o interno que participa en gestion aduanera/operativa, aduana o entidad/parametro del tramite aduanero. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,78,DB-COLUMN-B045F341B01E66
ada_agentesdocumentos,descripcion,varchar(150) CHARACTER SET latin1,NO,,,Column ada_agentesdocumentos.descripcion declared as varchar(150) CHARACTER SET latin1,"En `ada_agentesdocumentos`, campo obligatorio del dominio ada. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: varchar(150) CHARACTER SET latin1.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,79,DB-COLUMN-7970C0F29F959C
ada_agentesdocumentos,idtipodocumento,int,NO,,,Column ada_agentesdocumentos.idtipodocumento declared as int,"En `ada_agentesdocumentos`, campo obligatorio del dominio ada. Identificador o clave foranea candidata que referencia documento o soporte asociado al expediente, tipo/clasificador que parametriza la regla o pantalla. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],DOCUMENT_OR_FILE_REFERENCE,.data_base/asgard.sql,80,DB-COLUMN-DD188EBB1356B9
ada_agentesdocumentos,documento,varchar(150) CHARACTER SET latin1,NO,,,Column ada_agentesdocumentos.documento declared as varchar(150) CHARACTER SET latin1,"En `ada_agentesdocumentos`, campo obligatorio del dominio ada. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: varchar(150) CHARACTER SET latin1.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],DOCUMENT_OR_FILE_REFERENCE,.data_base/asgard.sql,81,DB-COLUMN-DB37B246288DC4
ada_agentesdocumentos,documentoagencia,int,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesdocumentos.documentoagencia declared as int,"En `ada_agentesdocumentos`, campo opcional o nullable del dominio ada. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,82,DB-COLUMN-A28AA28C5E5CD4
ada_agentesdocumentos,idcliente,int,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesdocumentos.idcliente declared as int,"En `ada_agentesdocumentos`, campo opcional o nullable del dominio ada. Identificador o clave foranea candidata que referencia cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,83,DB-COLUMN-414BF3072A8062
ada_agentesdocumentos,created_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column ada_agentesdocumentos.created_at declared as datetime,"En `ada_agentesdocumentos`, campo opcional o nullable del dominio ada. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente, agentes externos o internos que participan en gestion aduanera/operativa. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,84,DB-COLUMN-E505F5167D78B5
