from,to,type,source,line,confidence,evidence_ids
FILE:.data_base/asgard.sql,DATA:CURRENT_TIMESTAMP,writes,.data_base/asgard.sql,16212,observed_ddl_or_sql,"[""EV-SQL_QUERY-FC61757237EFCA""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,68,observed_ddl_or_sql,"[""EV-SQL_QUERY-257D052427DA2D""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,69,observed_ddl_or_sql,"[""EV-SQL_QUERY-EA62E3E63C0E1A""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,89,observed_ddl_or_sql,"[""EV-SQL_QUERY-3B93359C0B3314""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,147,observed_ddl_or_sql,"[""EV-SQL_QUERY-648ED58C95957A""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,233,observed_ddl_or_sql,"[""EV-SQL_QUERY-3418794F03E03F""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,234,observed_ddl_or_sql,"[""EV-SQL_QUERY-3AAC0F4124EA90""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,253,observed_ddl_or_sql,"[""EV-SQL_QUERY-4327CDE0980512""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1056,observed_ddl_or_sql,"[""EV-SQL_QUERY-B35BEAFE048499""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1057,observed_ddl_or_sql,"[""EV-SQL_QUERY-BEBF2505FA548D""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1339,observed_ddl_or_sql,"[""EV-SQL_QUERY-753DFBD6A376DB""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1340,observed_ddl_or_sql,"[""EV-SQL_QUERY-472DABF20F0309""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1341,observed_ddl_or_sql,"[""EV-SQL_QUERY-2375175B4EE68F""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1342,observed_ddl_or_sql,"[""EV-SQL_QUERY-21B61837DDEE9A""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1374,observed_ddl_or_sql,"[""EV-SQL_QUERY-E82255DCADB401""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,1375,observed_ddl_or_sql,"[""EV-SQL_QUERY-EBA2445E7E2508""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,2650,observed_ddl_or_sql,"[""EV-SQL_QUERY-C56BBB507A62F5""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,2651,observed_ddl_or_sql,"[""EV-SQL_QUERY-8FC29C6A309F4B""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,2652,observed_ddl_or_sql,"[""EV-SQL_QUERY-00D60483EAA775""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,2653,observed_ddl_or_sql,"[""EV-SQL_QUERY-01A39CCB0F1EB1""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,3240,observed_ddl_or_sql,"[""EV-SQL_QUERY-4F8193B84D8AF4""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,3241,observed_ddl_or_sql,"[""EV-SQL_QUERY-0146E19419A1C4""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,3347,observed_ddl_or_sql,"[""EV-SQL_QUERY-809D5F970AF484""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,3589,observed_ddl_or_sql,"[""EV-SQL_QUERY-E8E4FA572AFFBA""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,3670,observed_ddl_or_sql,"[""EV-SQL_QUERY-9888D9EB3825D7""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,3686,observed_ddl_or_sql,"[""EV-SQL_QUERY-44FE2E4AC516B4""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,4378,observed_ddl_or_sql,"[""EV-SQL_QUERY-E704C438A88231""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,4400,observed_ddl_or_sql,"[""EV-SQL_QUERY-F32690E9382F86""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,4677,observed_ddl_or_sql,"[""EV-SQL_QUERY-6B79A6BAC24002""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5278,observed_ddl_or_sql,"[""EV-SQL_QUERY-4E29AADF5D65F1""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5279,observed_ddl_or_sql,"[""EV-SQL_QUERY-0E1BB40532B4D5""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5280,observed_ddl_or_sql,"[""EV-SQL_QUERY-D5E84A427959DB""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5318,observed_ddl_or_sql,"[""EV-SQL_QUERY-F8DDFA9ABB3795""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5319,observed_ddl_or_sql,"[""EV-SQL_QUERY-F5B3133FAAE097""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5320,observed_ddl_or_sql,"[""EV-SQL_QUERY-64A6B46A2117E1""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5507,observed_ddl_or_sql,"[""EV-SQL_QUERY-CE466D0FEF7747""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5508,observed_ddl_or_sql,"[""EV-SQL_QUERY-6A8CC84E66AB71""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5509,observed_ddl_or_sql,"[""EV-SQL_QUERY-7BAC393E533E57""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5656,observed_ddl_or_sql,"[""EV-SQL_QUERY-CC3A738F35F9C8""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,5699,observed_ddl_or_sql,"[""EV-SQL_QUERY-CD9CB5449AC464""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,6157,observed_ddl_or_sql,"[""EV-SQL_QUERY-ACCB07BAB9F2C4""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,6172,observed_ddl_or_sql,"[""EV-SQL_QUERY-1FE6D4D214D66C""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,6173,observed_ddl_or_sql,"[""EV-SQL_QUERY-5F88FD0FD4D660""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,7557,observed_ddl_or_sql,"[""EV-SQL_QUERY-9ADBB74C6ED12F""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,7558,observed_ddl_or_sql,"[""EV-SQL_QUERY-C943757A4CFA72""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,8115,observed_ddl_or_sql,"[""EV-SQL_QUERY-51FA4D2C9CB587""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,8116,observed_ddl_or_sql,"[""EV-SQL_QUERY-ED7241F0C41D7C""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,8152,observed_ddl_or_sql,"[""EV-SQL_QUERY-F8FBF9C0EB9552""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,8618,observed_ddl_or_sql,"[""EV-SQL_QUERY-D1FBF654543E14""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,8710,observed_ddl_or_sql,"[""EV-SQL_QUERY-B43DE78D9A9354""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,8711,observed_ddl_or_sql,"[""EV-SQL_QUERY-96C6F933EB37BC""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,9009,observed_ddl_or_sql,"[""EV-SQL_QUERY-25B7E39361CB76""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,9058,observed_ddl_or_sql,"[""EV-SQL_QUERY-F7227767CECB32""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,9095,observed_ddl_or_sql,"[""EV-SQL_QUERY-0C8BB3C4D19E6E""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,9528,observed_ddl_or_sql,"[""EV-SQL_QUERY-5EEC016CC76F5E""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,9797,observed_ddl_or_sql,"[""EV-SQL_QUERY-2640C7F35FFAB7""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,9798,observed_ddl_or_sql,"[""EV-SQL_QUERY-6E19CAC32C55D9""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,10256,observed_ddl_or_sql,"[""EV-SQL_QUERY-A697DBF1E3B0E2""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,10575,observed_ddl_or_sql,"[""EV-SQL_QUERY-B8DF74A764F1DD""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,10793,observed_ddl_or_sql,"[""EV-SQL_QUERY-1429673D79A237""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,10794,observed_ddl_or_sql,"[""EV-SQL_QUERY-8E761C54734499""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,10795,observed_ddl_or_sql,"[""EV-SQL_QUERY-3A891EED88F8FE""]"
FILE:.data_base/asgard.sql,DATA:RESTRICT,writes,.data_base/asgard.sql,17016,observed_ddl_or_sql,"[""EV-SQL_QUERY-CEB0C6B74D6EAF""]"
FILE:.data_base/asgard.sql,DATA:TMP_ARANCEL,reads,.data_base/asgard.sql,18141,observed_ddl_or_sql,"[""EV-SQL_QUERY-213E8CF8EA6F7D""]"
FILE:.data_base/asgard.sql,DATA:TMP_ARANCEL,reads,.data_base/asgard.sql,18182,observed_ddl_or_sql,"[""EV-SQL_QUERY-8491BE4BD79C53""]"
FILE:.data_base/asgard.sql,DATA:TMP_ARANCEL,writes,.data_base/asgard.sql,18127,observed_ddl_or_sql,"[""EV-SQL_QUERY-3E6253D4FF41F4""]"
FILE:.data_base/asgard.sql,DATA:TMP_ARANCEL,writes,.data_base/asgard.sql,18168,observed_ddl_or_sql,"[""EV-SQL_QUERY-BF044FE556E0B1""]"
FILE:.data_base/asgard.sql,DATA:TMP_SALDOINICIAL,reads,.data_base/asgard.sql,42024,observed_ddl_or_sql,"[""EV-SQL_QUERY-A2C18445144F51""]"
FILE:.data_base/asgard.sql,DATA:TMP_SALDOINICIAL,writes,.data_base/asgard.sql,42017,observed_ddl_or_sql,"[""EV-SQL_QUERY-0F5C29CA57F707""]"
FILE:.data_base/asgard.sql,DATA:TMP_SALDOINICIAL,writes,.data_base/asgard.sql,42019,observed_ddl_or_sql,"[""EV-SQL_QUERY-CA93940F2C6294""]"
FILE:.data_base/asgard.sql,DATA:UNHS1TAB,reads,.data_base/asgard.sql,18136,observed_ddl_or_sql,"[""EV-SQL_QUERY-5F972CBC078A5A""]"
FILE:.data_base/asgard.sql,DATA:UNHS1TAB,reads,.data_base/asgard.sql,18177,observed_ddl_or_sql,"[""EV-SQL_QUERY-ED518C625F19FD""]"
FILE:.data_base/asgard.sql,DATA:UNHS2TAB,reads,.data_base/asgard.sql,18138,observed_ddl_or_sql,"[""EV-SQL_QUERY-D2B969D087D0DD""]"
FILE:.data_base/asgard.sql,DATA:UNHS2TAB,reads,.data_base/asgard.sql,18179,observed_ddl_or_sql,"[""EV-SQL_QUERY-D5DC4159ADB38E""]"
FILE:.data_base/asgard.sql,DATA:UNHS4TAB,reads,.data_base/asgard.sql,18139,observed_ddl_or_sql,"[""EV-SQL_QUERY-E4732DA98667EE""]"
FILE:.data_base/asgard.sql,DATA:UNHS4TAB,reads,.data_base/asgard.sql,18180,observed_ddl_or_sql,"[""EV-SQL_QUERY-6AFEC033DC11AF""]"
FILE:.data_base/asgard.sql,DATA:UNHS6TAB,reads,.data_base/asgard.sql,18140,observed_ddl_or_sql,"[""EV-SQL_QUERY-0C514EE312DB2B""]"
FILE:.data_base/asgard.sql,DATA:UNHS6TAB,reads,.data_base/asgard.sql,18181,observed_ddl_or_sql,"[""EV-SQL_QUERY-FB51159936B2B1""]"
FILE:.data_base/asgard.sql,DATA:ada_agentesaduana,reads,.data_base/asgard.sql,27848,observed_ddl_or_sql,"[""EV-SQL_QUERY-94664D6A44648C""]"
FILE:.data_base/asgard.sql,DATA:ada_agentesaduana,reads,.data_base/asgard.sql,27981,observed_ddl_or_sql,"[""EV-SQL_QUERY-B0B8AE3284B94D""]"
FILE:.data_base/asgard.sql,DATA:ada_agentesaduana,reads,.data_base/asgard.sql,45282,observed_ddl_or_sql,"[""EV-SQL_QUERY-28FCB424B2571C""]"
FILE:.data_base/asgard.sql,DATA:ada_agentescontactos,reads,.data_base/asgard.sql,27986,observed_ddl_or_sql,"[""EV-SQL_QUERY-D94D4D74F67555""]"
FILE:.data_base/asgard.sql,DATA:ada_agentescontactos,reads,.data_base/asgard.sql,44808,observed_ddl_or_sql,"[""EV-SQL_QUERY-E45D3F9717AE6C""]"
FILE:.data_base/asgard.sql,DATA:ada_agentescontactos,reads,.data_base/asgard.sql,45197,observed_ddl_or_sql,"[""EV-SQL_QUERY-8AF137C9E2D7B2""]"
FILE:.data_base/asgard.sql,DATA:ada_agentescontactos,reads,.data_base/asgard.sql,45287,observed_ddl_or_sql,"[""EV-SQL_QUERY-656F023757E2C6""]"
FILE:.data_base/asgard.sql,DATA:ads_agenteseguro,reads,.data_base/asgard.sql,27849,observed_ddl_or_sql,"[""EV-SQL_QUERY-726BBEE66DE5F3""]"
FILE:.data_base/asgard.sql,DATA:ages_asesoria_gestion_carpetas,reads,.data_base/asgard.sql,17821,observed_ddl_or_sql,"[""EV-SQL_QUERY-0E7A5CD6CC7AB3"", ""EV-SQL_QUERY-0E7A5CD6CC7AB3"", ""EV-SQL_QUERY-14A3480DD829B2"", ""EV-SQL_QUERY-14A3480DD829B2"", ""EV-SQL_QUERY-14E9ADC6EDD0BF"", ""EV-SQL_QUERY-14E9ADC6EDD0BF"", ""EV-SQL_QUERY-1AB2BDCC68ACC2"", ""EV-SQL_QUERY-1AB2BDCC68ACC2"", ""EV-SQL_QUERY-399DF0033E998D"", ""EV-SQL_QUERY-399DF0033E998D"", ""EV-SQL_QUERY-3A50F2B923DED7"", ""EV-SQL_QUERY-4552D39F013529"", ""EV-SQL_QUERY-4552D39F013529"", ""EV-SQL_QUERY-4DEF5B546EAD0F"", ""EV-SQL_QUERY-4E37391C73FAA6"", ""EV-SQL_QUERY-4E37391C73FAA6"", ""EV-SQL_QUERY-584C668424AFED"", ""EV-SQL_QUERY-5DADE26327038F"", ""EV-SQL_QUERY-642F1C303C0567"", ""EV-SQL_QUERY-65252F7E59C894"", ""EV-SQL_QUERY-65252F7E59C894"", ""EV-SQL_QUERY-86BA8294A1924B"", ""EV-SQL_QUERY-A9687DA82EEF30"", ""EV-SQL_QUERY-C0A4C1B6C9BEE7"", ""EV-SQL_QUERY-C0A4C1B6C9BEE7"", ""EV-SQL_QUERY-D9CAF41C1901E3"", ""EV-SQL_QUERY-F5AD1D6FB7CE71"", ""EV-SQL_QUERY-F5E3767E972C3D"", ""EV-SQL_QUERY-F5E3767E972C3D""]"
FILE:.data_base/asgard.sql,DATA:ages_asesoria_gestion_carpetas,reads,.data_base/asgard.sql,17827,observed_ddl_or_sql,"[""EV-SQL_QUERY-21DBC002504852"", ""EV-SQL_QUERY-21DBC002504852"", ""EV-SQL_QUERY-21DBC002504852"", ""EV-SQL_QUERY-21DBC002504852"", ""EV-SQL_QUERY-2EB1549CD93DD3"", ""EV-SQL_QUERY-2EB1549CD93DD3"", ""EV-SQL_QUERY-45EFB499034FFF"", ""EV-SQL_QUERY-45EFB499034FFF"", ""EV-SQL_QUERY-45EFB499034FFF"", ""EV-SQL_QUERY-45EFB499034FFF"", ""EV-SQL_QUERY-595FEE4648E530"", ""EV-SQL_QUERY-595FEE4648E530"", ""EV-SQL_QUERY-595FEE4648E530"", ""EV-SQL_QUERY-595FEE4648E530"", ""EV-SQL_QUERY-6196826074EC89"", ""EV-SQL_QUERY-6196826074EC89"", ""EV-SQL_QUERY-6DD964060BB901"", ""EV-SQL_QUERY-6DD964060BB901"", ""EV-SQL_QUERY-6DD964060BB901"", ""EV-SQL_QUERY-6DD964060BB901"", ""EV-SQL_QUERY-7A4AC0A78FE19F"", ""EV-SQL_QUERY-7A4AC0A78FE19F"", ""EV-SQL_QUERY-7A4AC0A78FE19F"", ""EV-SQL_QUERY-7A4AC0A78FE19F"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-7B99CCC59398E3"", ""EV-SQL_QUERY-B5F8197BB461E9"", ""EV-SQL_QUERY-B5F8197BB461E9"", ""EV-SQL_QUERY-BC17003CF9BEFD"", ""EV-SQL_QUERY-BC17003CF9BEFD"", ""EV-SQL_QUERY-C11255AA7C752C"", ""EV-SQL_QUERY-C11255AA7C752C"", ""EV-SQL_QUERY-CA801278D001D7"", ""EV-SQL_QUERY-CA801278D001D7"", ""EV-SQL_QUERY-CF5DC695B211D5"", ""EV-SQL_QUERY-CF5DC695B211D5"", ""EV-SQL_QUERY-CF5DC695B211D5"", ""EV-SQL_QUERY-CF5DC695B211D5"", ""EV-SQL_QUERY-D8FA4064EF353B"", ""EV-SQL_QUERY-D8FA4064EF353B"", ""EV-SQL_QUERY-D8FA4064EF353B"", ""EV-SQL_QUERY-D8FA4064EF353B"", ""EV-SQL_QUERY-E51E8945247CA6"", ""EV-SQL_QUERY-E51E8945247CA6"", ""EV-SQL_QUERY-EF45F045DAFA33"", ""EV-SQL_QUERY-EF45F045DAFA33"", ""EV-SQL_QUERY-EF45F045DAFA33"", ""EV-SQL_QUERY-EF45F045DAFA33""]"
FILE:.data_base/asgard.sql,DATA:ages_asesoria_gestion_carpetas,reads,.data_base/asgard.sql,17881,observed_ddl_or_sql,"[""EV-SQL_QUERY-027E19396FBA04"", ""EV-SQL_QUERY-32B98603A0440A"", ""EV-SQL_QUERY-32B98603A0440A"", ""EV-SQL_QUERY-37D07340331746"", ""EV-SQL_QUERY-3CE7AA68B2AD69"", ""EV-SQL_QUERY-40238C6A650CC3"", ""EV-SQL_QUERY-40238C6A650CC3"", ""EV-SQL_QUERY-50FDD2C1C9B59F"", ""EV-SQL_QUERY-6D6F63E1CC8C17"", ""EV-SQL_QUERY-7BEE574136EFD2"", ""EV-SQL_QUERY-831487B5A37E74"", ""EV-SQL_QUERY-932E794793CBF5"", ""EV-SQL_QUERY-A3EEC206C5E6EE"", ""EV-SQL_QUERY-A3EEC206C5E6EE"", ""EV-SQL_QUERY-A3EEC206C5E6EE"", ""EV-SQL_QUERY-A667CA9974116B"", ""EV-SQL_QUERY-B949009E659FDC"", ""EV-SQL_QUERY-BC3FA9CE5A8FB2"", ""EV-SQL_QUERY-D29B01934AA7C9"", ""EV-SQL_QUERY-E348A579881F3B"", ""EV-SQL_QUERY-EC4918463FA46C"", ""EV-SQL_QUERY-F858F907CB95A3"", ""EV-SQL_QUERY-F9ADA302F1B98D""]"
